,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
950,Sampdoria,2021-01-30,P,-2.0,Juventus,-3.0,-2.0,0,0,-22.0,6.0,2,0,2020-2021
951,Inter,2021-01-30,V,4.0,Benevento,12.0,6.0,0,0,22.0,-4.0,-2,0,2020-2021
952,Bologna,2021-01-30,P,-1.0,Milan,-2.0,-3.0,-1,-2,-2.0,0.0,1,0,2020-2021
953,Napoli,2021-01-31,V,2.0,Parma,5.0,2.0,0,0,-4.0,-8.0,-2,0,2020-2021
954,Roma,2021-01-31,V,2.0,Hellas Verona,7.0,6.0,0,0,-2.0,8.0,1,0,2020-2021
955,Spezia,2021-01-31,P,-1.0,Udinese,5.0,3.0,-1,-1,26.0,2.0,2,0,2020-2021
956,Cagliari,2021-01-31,N,0.0,Sassuolo,-7.0,-1.0,0,0,-38.0,-5.0,-1,0,2020-2021
957,Atalanta,2021-01-31,P,-2.0,Lazio,-6.0,-5.0,0,0,10.0,-11.0,-2,0,2020-2021
958,Crotone,2021-01-31,P,-3.0,Genoa,2.0,-1.0,0,0,8.0,-5.0,2,0,2020-2021
959,Fiorentina,2021-02-05,P,-2.0,Inter,0.0,-3.0,0,0,-10.0,-6.0,2,0,2020-2021
960,Genoa,2021-02-06,V,1.0,Napoli,-23.0,-7.0,0,0,-32.0,3.0,-1,0,2020-2021
961,Sassuolo,2021-02-06,P,-1.0,Spezia,-5.0,-1.0,0,0,8.0,2.0,-1,0,2020-2021
962,Juventus,2021-02-06,V,2.0,Roma,-11.0,-1.0,0,0,-4.0,-2.0,0,0,2020-2021
963,Atalanta,2021-02-06,N,0.0,Torino,-8.0,-1.0,0,-1,16.0,4.0,1,0,2020-2021
964,Lazio,2021-02-07,V,1.0,Cagliari,7.0,3.0,0,0,26.0,2.0,0,0,2020-2021
965,Udinese,2021-02-07,V,2.0,Hellas Verona,10.0,7.0,0,0,-8.0,-2.0,-2,0,2020-2021
966,Milan,2021-02-07,V,4.0,Crotone,10.0,8.0,0,0,0.0,7.0,2,0,2020-2021
967,Benevento,2021-02-07,N,0.0,Sampdoria,-2.0,-3.0,0,0,-28.0,3.0,2,0,2020-2021
968,Parma,2021-02-07,P,-3.0,Bologna,0.0,0.0,0,0,14.0,0.0,1,0,2020-2021
969,Bologna,2021-02-12,N,0.0,Benevento,-2.0,-4.0,0,0,16.0,6.0,1,0,2020-2021
970,Napoli,2021-02-13,V,1.0,Juventus,-17.0,-5.0,1,1,-24.0,-6.0,-1,0,2020-2021
971,Spezia,2021-02-13,V,2.0,Milan,10.0,4.0,0,0,-6.0,3.0,2,0,2020-2021
972,Torino,2021-02-13,N,0.0,Genoa,5.0,0.0,0,0,-10.0,0.0,-2,0,2020-2021
973,Sampdoria,2021-02-14,V,1.0,Fiorentina,-10.0,-4.0,0,0,0.0,5.0,-2,0,2020-2021
974,Cagliari,2021-02-14,P,-1.0,Atalanta,-6.0,-1.0,0,0,-30.0,5.0,0,0,2020-2021
975,Roma,2021-02-14,V,3.0,Udinese,6.0,3.0,1,1,2.0,10.0,2,0,2020-2021
976,Crotone,2021-02-14,P,-1.0,Sassuolo,-16.0,1.0,-1,-1,-28.0,-3.0,0,0,2020-2021
977,Inter,2021-02-14,V,2.0,Lazio,-3.0,0.0,1,1,-30.0,4.0,1,0,2020-2021
978,Hellas Verona,2021-02-15,V,1.0,Parma,0.0,3.0,-1,-1,4.0,4.0,2,0,2020-2021
979,Fiorentina,2021-02-19,V,3.0,Spezia,0.0,3.0,0,0,-26.0,13.0,4,0,2020-2021
980,Cagliari,2021-02-19,P,-1.0,Torino,8.0,-4.0,0,0,-6.0,-2.0,1,0,2020-2021
981,Sassuolo,2021-02-20,N,0.0,Bologna,25.0,6.0,0,0,46.0,4.0,1,-1,2020-2021
982,Lazio,2021-02-20,V,1.0,Sampdoria,4.0,6.0,0,0,12.0,-1.0,1,0,2020-2021
983,Genoa,2021-02-20,N,0.0,Hellas Verona,5.0,0.0,0,0,0.0,-7.0,0,0,2020-2021
984,Parma,2021-02-21,N,0.0,Udinese,1.0,1.0,1,1,-6.0,1.0,3,0,2020-2021
985,Benevento,2021-02-21,N,0.0,Roma,-5.0,0.0,0,0,-42.0,-7.0,3,1,2020-2021
986,Atalanta,2021-02-21,V,2.0,Napoli,14.0,3.0,0,0,-6.0,7.0,1,0,2020-2021
987,Milan,2021-02-21,P,-3.0,Inter,0.0,2.0,0,0,20.0,1.0,1,0,2020-2021
988,Juventus,2021-02-22,V,3.0,Crotone,12.0,5.0,0,0,18.0,10.0,2,0,2020-2021
989,Spezia,2021-02-27,N,0.0,Parma,0.0,-1.0,0,0,6.0,2.0,-1,0,2020-2021
990,Bologna,2021-02-27,V,2.0,Lazio,-9.0,0.0,0,-1,-18.0,-10.0,-1,0,2020-2021
991,Hellas Verona,2021-02-27,N,0.0,Juventus,-1.0,1.0,0,0,-12.0,5.0,0,0,2020-2021
992,Inter,2021-02-28,V,3.0,Genoa,21.0,10.0,0,0,2.0,4.0,-2,0,2020-2021
993,Udinese,2021-02-28,V,1.0,Fiorentina,1.0,0.0,0,0,-6.0,-9.0,-1,0,2020-2021
994,Crotone,2021-02-28,P,-2.0,Cagliari,5.0,-1.0,-1,-1,10.0,3.0,-2,-1,2020-2021
995,Napoli,2021-02-28,V,2.0,Benevento,15.0,2.0,0,0,22.0,-5.0,1,1,2020-2021
996,Sampdoria,2021-02-28,P,-2.0,Atalanta,-12.0,-6.0,0,0,-10.0,-8.0,-2,0,2020-2021
997,Roma,2021-02-28,P,-1.0,Milan,1.0,0.0,-1,-1,6.0,6.0,0,0,2020-2021
998,Juventus,2021-03-02,V,3.0,Spezia,7.0,6.0,0,-1,-6.0,2.0,2,0,2020-2021
999,Cagliari,2021-03-03,V,1.0,Bologna,-2.0,-2.0,0,0,-26.0,-1.0,0,0,2020-2021
1000,Milan,2021-03-03,N,0.0,Udinese,6.0,5.0,1,1,22.0,8.0,3,0,2020-2021
1001,Sassuolo,2021-03-03,N,0.0,Napoli,-3.0,-1.0,1,1,14.0,2.0,0,0,2020-2021
1002,Fiorentina,2021-03-03,P,-1.0,Roma,-5.0,-4.0,0,0,-18.0,-3.0,-1,0,2020-2021
1003,Genoa,2021-03-03,N,0.0,Sampdoria,-5.0,-3.0,0,0,2.0,-1.0,1,0,2020-2021
1004,Atalanta,2021-03-03,V,4.0,Crotone,17.0,9.0,0,0,30.0,-11.0,-2,0,2020-2021
1005,Benevento,2021-03-03,P,-3.0,Hellas Verona,-5.0,-4.0,0,0,2.0,-7.0,-1,0,2020-2021
1006,Parma,2021-03-04,P,-1.0,Inter,0.0,-4.0,0,0,4.0,0.0,-1,0,2020-2021
1007,Spezia,2021-03-06,N,0.0,Benevento,6.0,1.0,0,0,44.0,-5.0,-2,0,2020-2021
1008,Udinese,2021-03-06,V,2.0,Sassuolo,3.0,5.0,0,0,-40.0,-4.0,1,0,2020-2021
1009,Juventus,2021-03-06,V,2.0,Lazio,-9.0,0.0,1,1,6.0,-1.0,-1,0,2020-2021
1010,Roma,2021-03-07,V,1.0,Genoa,11.0,0.0,0,0,10.0,-1.0,-3,0,2020-2021
1011,Crotone,2021-03-07,V,2.0,Torino,-1.0,2.0,1,1,-14.0,-5.0,1,-1,2020-2021
1012,Napoli,2021-03-07,V,2.0,Bologna,-2.0,3.0,0,0,-14.0,1.0,2,0,2020-2021
1013,Fiorentina,2021-03-07,N,0.0,Parma,-2.0,-1.0,-1,-1,-12.0,2.0,-3,0,2020-2021
1014,Sampdoria,2021-03-07,N,0.0,Cagliari,3.0,1.0,0,0,4.0,3.0,1,0,2020-2021
1015,Hellas Verona,2021-03-07,P,-2.0,Milan,0.0,-3.0,0,0,6.0,2.0,2,0,2020-2021
1016,Inter,2021-03-08,V,1.0,Atalanta,-8.0,-1.0,0,0,-10.0,-1.0,-1,0,2020-2021
1017,Atalanta,2021-03-12,V,2.0,Spezia,7.0,4.0,0,0,-6.0,13.0,2,0,2020-2021
1018,Lazio,2021-03-12,V,1.0,Crotone,22.0,4.0,-1,-1,26.0,-2.0,-3,0,2020-2021
1019,Sassuolo,2021-03-13,V,1.0,Hellas Verona,3.0,2.0,0,0,-18.0,-4.0,1,0,2020-2021
1020,Genoa,2021-03-13,N,0.0,Udinese,3.0,0.0,-1,-1,12.0,8.0,2,0,2020-2021
1021,Benevento,2021-03-13,P,-3.0,Fiorentina,6.0,-1.0,0,0,18.0,-3.0,2,0,2020-2021
1022,Cagliari,2021-03-14,P,-2.0,Juventus,3.0,-1.0,-1,-1,2.0,-2.0,-2,0,2020-2021
1023,Bologna,2021-03-14,V,2.0,Sampdoria,-8.0,1.0,0,0,-12.0,5.0,0,0,2020-2021
1024,Torino,2021-03-14,P,-1.0,Inter,-5.0,1.0,-1,-1,-36.0,2.0,-1,0,2020-2021
1025,Parma,2021-03-14,V,2.0,Roma,-15.0,-2.0,1,1,-16.0,4.0,0,0,2020-2021
1026,Milan,2021-03-14,P,-1.0,Napoli,-2.0,1.0,0,0,12.0,4.0,-1,1,2020-2021
1027,Torino,2021-03-17,V,1.0,Sassuolo,8.0,9.0,0,0,2.0,-9.0,-1,0,2020-2021
1028,Parma,2021-03-19,P,-1.0,Genoa,3.0,6.0,0,0,12.0,16.0,3,0,2020-2021
1029,Crotone,2021-03-20,P,-1.0,Bologna,-5.0,-6.0,1,1,-2.0,-6.0,-3,0,2020-2021
1030,Spezia,2021-03-20,V,1.0,Cagliari,-2.0,-2.0,0,0,6.0,-6.0,-1,0,2020-2021
1031,Roma,2021-03-21,P,-2.0,Napoli,-3.0,-2.0,0,0,6.0,3.0,2,0,2020-2021
1032,Sampdoria,2021-03-21,V,1.0,Torino,-5.0,2.0,0,0,-26.0,-4.0,-1,0,2020-2021
1033,Fiorentina,2021-03-21,P,-1.0,Milan,-6.0,-1.0,0,0,-16.0,-4.0,-2,0,2020-2021
1034,Udinese,2021-03-21,P,-1.0,Lazio,-4.0,-3.0,0,0,2.0,-4.0,-2,0,2020-2021
1035,Hellas Verona,2021-03-21,P,-2.0,Atalanta,-13.0,-4.0,-1,-1,6.0,3.0,1,0,2020-2021
1036,Juventus,2021-03-21,P,-1.0,Benevento,14.0,6.0,0,0,46.0,-1.0,-2,0,2020-2021
1037,Sassuolo,2021-04-03,N,0.0,Roma,3.0,-1.0,-1,-1,38.0,-2.0,1,0,2020-2021
1038,Bologna,2021-04-03,P,-1.0,Inter,-2.0,-1.0,0,0,10.0,2.0,0,0,2020-2021
1039,Atalanta,2021-04-03,V,1.0,Udinese,15.0,7.0,0,0,16.0,7.0,-2,0,2020-2021
1040,Lazio,2021-04-03,V,1.0,Spezia,3.0,2.0,1,1,0.0,-3.0,0,2,2020-2021
1041,Milan,2021-04-03,N,0.0,Sampdoria,8.0,-2.0,0,0,26.0,2.0,-3,-1,2020-2021
1042,Napoli,2021-04-03,V,1.0,Crotone,18.0,5.0,0,0,28.0,-11.0,-4,0,2020-2021
1043,Benevento,2021-04-03,N,0.0,Parma,-12.0,-2.0,0,0,-42.0,0.0,1,0,2020-2021
1044,Genoa,2021-04-03,N,0.0,Fiorentina,-2.0,-2.0,0,0,12.0,8.0,1,-1,2020-2021
1045,Cagliari,2021-04-03,P,-2.0,Hellas Verona,14.0,0.0,0,0,-2.0,0.0,-2,0,2020-2021
1046,Torino,2021-04-03,N,0.0,Juventus,-11.0,-2.0,0,0,-42.0,-3.0,1,0,2020-2021
1047,Juventus,2021-04-07,V,1.0,Napoli,-1.0,0.0,-1,-1,-6.0,4.0,-1,0,2020-2021
1048,Inter,2021-04-07,V,1.0,Sassuolo,-8.0,0.0,0,0,-40.0,-2.0,-1,0,2020-2021
1049,Udinese,2021-04-10,P,-1.0,Torino,7.0,4.0,-1,-1,28.0,-2.0,-3,0,2020-2021
1050,Parma,2021-04-10,P,-2.0,Milan,6.0,0.0,0,0,16.0,7.0,0,-1,2020-2021
1051,Spezia,2021-04-10,V,1.0,Crotone,-1.0,-1.0,0,0,20.0,-5.0,0,0,2020-2021
1052,Roma,2021-04-11,V,1.0,Bologna,2.0,2.0,0,0,-12.0,1.0,2,0,2020-2021
1053,Inter,2021-04-11,V,1.0,Cagliari,8.0,6.0,0,0,4.0,-1.0,0,0,2020-2021
1054,Hellas Verona,2021-04-11,P,-1.0,Lazio,-7.0,-1.0,0,0,-12.0,6.0,-2,0,2020-2021
1055,Sampdoria,2021-04-11,P,-2.0,Napoli,-9.0,-4.0,0,0,-12.0,4.0,-3,0,2020-2021
1056,Fiorentina,2021-04-11,P,-1.0,Atalanta,-4.0,-5.0,-1,-1,-20.0,0.0,2,0,2020-2021
1057,Juventus,2021-04-11,V,2.0,Genoa,14.0,9.0,0,0,14.0,5.0,0,0,2020-2021
1058,Benevento,2021-04-12,P,-1.0,Sassuolo,-6.0,-2.0,0,0,-36.0,-2.0,1,0,2020-2021
1059,Sassuolo,2021-04-17,V,2.0,Fiorentina,2.0,-2.0,2,2,42.0,-9.0,-2,0,2020-2021
1060,Crotone,2021-04-17,P,-1.0,Udinese,-5.0,-3.0,1,1,8.0,-4.0,-2,-1,2020-2021
1061,Cagliari,2021-04-17,V,1.0,Parma,9.0,0.0,0,0,28.0,1.0,2,0,2020-2021
1062,Sampdoria,2021-04-17,V,2.0,Hellas Verona,-8.0,0.0,1,1,-2.0,3.0,0,0,2020-2021
1063,Lazio,2021-04-18,V,2.0,Benevento,-4.0,-1.0,0,1,14.0,2.0,-1,0,2020-2021
1064,Atalanta,2021-04-18,V,1.0,Juventus,1.0,1.0,0,0,-12.0,8.0,1,0,2020-2021
1065,Torino,2021-04-18,V,2.0,Roma,16.0,7.0,0,0,-2.0,2.0,0,-1,2020-2021
1066,Milan,2021-04-18,V,1.0,Genoa,5.0,2.0,0,0,8.0,-5.0,-1,0,2020-2021
1067,Bologna,2021-04-18,V,3.0,Spezia,0.0,0.0,1,1,-18.0,4.0,0,0,2020-2021
1068,Napoli,2021-04-18,N,0.0,Inter,1.0,-1.0,0,0,12.0,-1.0,3,0,2020-2021
1069,Hellas Verona,2021-04-20,P,-1.0,Fiorentina,4.0,1.0,-1,-1,30.0,-3.0,-1,0,2020-2021
1070,Crotone,2021-04-21,P,-1.0,Sampdoria,-7.0,-1.0,0,0,-20.0,10.0,0,0,2020-2021
1071,Genoa,2021-04-21,N,0.0,Benevento,6.0,4.0,-1,-1,28.0,-3.0,2,0,2020-2021
1072,Bologna,2021-04-21,N,0.0,Torino,-9.0,-2.0,0,0,-2.0,12.0,2,0,2020-2021
1073,Udinese,2021-04-21,P,-1.0,Cagliari,-2.0,-1.0,-1,-1,12.0,-2.0,-2,0,2020-2021
1074,Milan,2021-04-21,P,-1.0,Sassuolo,2.0,0.0,0,0,-6.0,7.0,-1,0,2020-2021
1075,Spezia,2021-04-21,N,0.0,Inter,-19.0,-4.0,0,0,-28.0,5.0,2,0,2020-2021
1076,Juventus,2021-04-21,V,2.0,Parma,7.0,5.0,0,0,28.0,-10.0,0,0,2020-2021
1077,Roma,2021-04-22,N,0.0,Atalanta,-8.0,-5.0,0,0,18.0,3.0,2,0,2020-2021
1078,Napoli,2021-04-22,V,3.0,Lazio,-7.0,4.0,1,1,0.0,-12.0,0,0,2020-2021
1079,Genoa,2021-04-24,V,2.0,Spezia,1.0,5.0,0,0,-32.0,6.0,0,0,2020-2021
1080,Sassuolo,2021-04-24,V,1.0,Sampdoria,5.0,5.0,0,0,32.0,8.0,0,0,2020-2021
1081,Parma,2021-04-24,P,-1.0,Crotone,3.0,0.0,-1,-1,14.0,4.0,1,0,2020-2021
1082,Atalanta,2021-04-25,V,5.0,Bologna,17.0,5.0,1,1,10.0,5.0,-1,-1,2020-2021
1083,Cagliari,2021-04-25,V,1.0,Roma,-6.0,-1.0,0,0,-40.0,-2.0,2,0,2020-2021
1084,Benevento,2021-04-25,P,-2.0,Udinese,11.0,1.0,1,1,16.0,0.0,0,0,2020-2021
1085,Inter,2021-04-25,V,1.0,Hellas Verona,1.0,2.0,0,0,-2.0,-6.0,-3,0,2020-2021
1086,Fiorentina,2021-04-25,N,0.0,Juventus,2.0,3.0,1,1,-32.0,-1.0,2,0,2020-2021
1087,Torino,2021-04-26,P,-2.0,Napoli,-10.0,-2.0,0,0,-6.0,3.0,2,1,2020-2021
1088,Lazio,2021-04-26,V,3.0,Milan,-2.0,0.0,0,0,-18.0,0.0,2,0,2020-2021
1089,Hellas Verona,2021-05-01,N,0.0,Spezia,-5.0,3.0,0,0,-6.0,13.0,4,0,2020-2021
1090,Crotone,2021-05-01,P,-2.0,Inter,-17.0,-4.0,0,0,-22.0,3.0,-1,0,2020-2021
1091,Milan,2021-05-01,V,2.0,Benevento,7.0,10.0,0,0,12.0,11.0,2,0,2020-2021
1092,Lazio,2021-05-02,V,1.0,Genoa,11.0,5.0,0,0,4.0,-1.0,-1,0,2020-2021
1093,Udinese,2021-05-02,P,-1.0,Juventus,-5.0,-1.0,-1,-1,-14.0,-8.0,3,0,2020-2021
1094,Napoli,2021-05-02,N,0.0,Cagliari,5.0,1.0,0,0,8.0,-5.0,-2,0,2020-2021
1095,Bologna,2021-05-02,N,0.0,Fiorentina,4.0,4.0,-1,-1,24.0,4.0,0,0,2020-2021
1096,Sassuolo,2021-05-02,N,0.0,Atalanta,2.0,-3.0,1,0,26.0,7.0,5,0,2020-2021
1097,Sampdoria,2021-05-02,V,2.0,Roma,4.0,5.0,0,-1,8.0,1.0,-3,0,2020-2021
1098,Torino,2021-05-03,V,1.0,Parma,3.0,1.0,0,0,0.0,-7.0,-3,0,2020-2021
1099,Udinese,2021-05-08,N,0.0,Bologna,-6.0,0.0,-1,-1,-6.0,-5.0,0,0,2020-2021
1100,Inter,2021-05-08,V,4.0,Sampdoria,-1.0,3.0,1,1,10.0,-5.0,-2,0,2020-2021
1101,Spezia,2021-05-08,P,-3.0,Napoli,-4.0,-4.0,0,0,-4.0,-2.0,1,0,2020-2021
1102,Fiorentina,2021-05-08,V,2.0,Lazio,-1.0,2.0,0,0,-40.0,1.0,-4,-1,2020-2021
1103,Benevento,2021-05-09,P,-2.0,Cagliari,-2.0,4.0,0,0,18.0,-1.0,0,0,2020-2021
1104,Hellas Verona,2021-05-09,N,0.0,Torino,16.0,4.0,0,0,14.0,-5.0,0,0,2020-2021
1105,Juventus,2021-05-09,P,-3.0,Milan,7.0,-3.0,0,-1,12.0,4.0,0,0,2020-2021
1106,Genoa,2021-05-09,P,-1.0,Sassuolo,0.0,-2.0,0,0,-20.0,4.0,2,0,2020-2021
1107,Parma,2021-05-09,P,-3.0,Atalanta,-11.0,-10.0,0,0,-12.0,1.0,0,0,2020-2021
1108,Roma,2021-05-09,V,5.0,Crotone,15.0,8.0,0,0,24.0,-3.0,2,0,2020-2021
1109,Napoli,2021-05-11,V,4.0,Udinese,17.0,8.0,0,0,2.0,-6.0,-1,0,2020-2021
1110,Cagliari,2021-05-12,N,0.0,Fiorentina,6.0,0.0,0,0,12.0,11.0,-1,0,2020-2021
1111,Atalanta,2021-05-12,V,2.0,Benevento,11.0,4.0,0,0,40.0,5.0,-3,-1,2020-2021
1112,Sassuolo,2021-05-12,P,-2.0,Juventus,2.0,-5.0,0,1,30.0,-2.0,-1,0,2020-2021
1113,Lazio,2021-05-12,V,1.0,Parma,4.0,1.0,0,0,2.0,-1.0,-2,0,2020-2021
1114,Bologna,2021-05-12,P,-2.0,Genoa,12.0,1.0,-1,-1,32.0,-1.0,-1,0,2020-2021
1115,Torino,2021-05-12,P,-7.0,Milan,3.0,-6.0,-1,-1,-14.0,0.0,1,0,2020-2021
1116,Inter,2021-05-12,V,2.0,Roma,-6.0,0.0,0,0,2.0,-10.0,-4,0,2020-2021
1117,Sampdoria,2021-05-12,N,0.0,Spezia,1.0,-1.0,0,0,24.0,-9.0,0,0,2020-2021
1118,Crotone,2021-05-13,V,1.0,Hellas Verona,-2.0,2.0,0,0,-24.0,9.0,2,0,2020-2021
1119,Genoa,2021-05-15,P,-1.0,Atalanta,-3.0,-1.0,1,1,-20.0,4.0,-1,0,2020-2021
1120,Juventus,2021-05-15,V,1.0,Inter,5.0,2.0,0,1,-18.0,-8.0,0,0,2020-2021
1121,Roma,2021-05-15,V,2.0,Lazio,4.0,-2.0,0,0,-2.0,1.0,0,-1,2020-2021
1122,Spezia,2021-05-15,V,3.0,Torino,7.0,6.0,0,0,-20.0,8.0,-2,0,2020-2021
1123,Benevento,2021-05-16,N,0.0,Crotone,16.0,6.0,0,0,8.0,-7.0,0,-1,2020-2021
1124,Fiorentina,2021-05-16,P,-2.0,Napoli,-13.0,-2.0,0,-1,-18.0,6.0,3,1,2020-2021
1125,Parma,2021-05-16,P,-2.0,Sassuolo,4.0,-1.0,-1,-1,-34.0,0.0,1,0,2020-2021
1126,Milan,2021-05-16,N,0.0,Cagliari,14.0,1.0,0,0,22.0,-4.0,0,0,2020-2021
1127,Udinese,2021-05-16,P,-1.0,Sampdoria,-6.0,-4.0,-1,-1,4.0,-1.0,2,0,2020-2021
1128,Hellas Verona,2021-05-17,N,0.0,Bologna,-1.0,-3.0,0,0,2.0,3.0,0,0,2020-2021
1129,Lazio,2021-05-18,N,0.0,Torino,16.0,4.0,0,1,44.0,-1.0,4,0,2020-2021
1130,Cagliari,2021-05-22,P,-1.0,Genoa,4.0,-1.0,0,0,4.0,-3.0,-3,-1,2020-2021
1131,Crotone,2021-05-22,N,0.0,Fiorentina,3.0,2.0,0,0,8.0,2.0,0,0,2020-2021
1132,Sampdoria,2021-05-22,V,3.0,Parma,-1.0,3.0,0,0,-8.0,-4.0,0,0,2020-2021
1133,Torino,2021-05-23,N,0.0,Benevento,3.0,2.0,0,0,4.0,7.0,-2,0,2020-2021
1134,Bologna,2021-05-23,P,-3.0,Juventus,-2.0,-4.0,0,0,-2.0,-8.0,-1,0,2020-2021
1135,Inter,2021-05-23,V,4.0,Udinese,5.0,5.0,0,0,-6.0,-6.0,1,0,2020-2021
1136,Atalanta,2021-05-23,P,-2.0,Milan,9.0,1.0,-2,-2,40.0,6.0,0,1,2020-2021
1137,Sassuolo,2021-05-23,V,2.0,Lazio,0.0,1.0,1,1,10.0,-2.0,1,1,2020-2021
1138,Napoli,2021-05-23,N,0.0,Hellas Verona,8.0,-1.0,0,0,8.0,-14.0,-1,0,2020-2021
1139,Spezia,2021-05-23,N,0.0,Roma,1.0,-2.0,0,0,-14.0,2.0,-1,0,2020-2021
1140,Inter,2021-08-21,V,4.0,Genoa,7.0,4.0,0,0,18.0,11.0,-1,0,2021-2022
1141,Torino,2021-08-21,P,-1.0,Atalanta,14.0,5.0,0,0,-6.0,3.0,0,0,2021-2022
1142,Empoli,2021-08-21,P,-2.0,Lazio,10.0,1.0,-1,-1,-8.0,5.0,1,0,2021-2022
1143,Hellas Verona,2021-08-21,P,-1.0,Sassuolo,-4.0,-4.0,1,1,-20.0,-5.0,1,1,2021-2022
1144,Bologna,2021-08-22,V,1.0,Salernitana,9.0,4.0,-1,-1,44.0,-3.0,3,1,2021-2022
1145,Udinese,2021-08-22,N,0.0,Juventus,1.0,2.0,1,1,-12.0,-2.0,-2,0,2021-2022
1146,Napoli,2021-08-22,V,2.0,Venezia,3.0,-1.0,1,2,12.0,-19.0,-6,1,2021-2022
1147,Roma,2021-08-22,V,2.0,Fiorentina,0.0,-2.0,0,0,-16.0,-1.0,1,0,2021-2022
1148,Cagliari,2021-08-23,N,0.0,Spezia,7.0,2.0,1,1,18.0,-1.0,-1,0,2021-2022
1149,Sampdoria,2021-08-23,P,-1.0,Milan,5.0,-1.0,0,0,-2.0,5.0,2,0,2021-2022
1150,Udinese,2021-08-27,V,3.0,Venezia,10.0,7.0,0,0,-10.0,4.0,-1,0,2021-2022
1151,Hellas Verona,2021-08-27,P,-2.0,Inter,-8.0,-7.0,0,0,-14.0,2.0,0,0,2021-2022
1152,Atalanta,2021-08-28,N,0.0,Bologna,18.0,2.0,0,0,18.0,-4.0,-3,0,2021-2022
1153,Juventus,2021-08-28,P,-1.0,Empoli,7.0,2.0,0,0,8.0,7.0,-1,0,2021-2022
1154,Lazio,2021-08-28,V,5.0,Spezia,12.0,7.0,0,1,22.0,3.0,-2,-1,2021-2022
1155,Fiorentina,2021-08-28,V,1.0,Torino,4.0,5.0,0,0,18.0,-16.0,-1,0,2021-2022
1156,Salernitana,2021-08-29,P,-4.0,Roma,-23.0,-9.0,0,0,-54.0,3.0,0,0,2021-2022
1157,Milan,2021-08-29,V,3.0,Cagliari,10.0,2.0,1,1,14.0,3.0,-4,0,2021-2022
1158,Sassuolo,2021-08-29,N,0.0,Sampdoria,8.0,3.0,0,0,26.0,-8.0,0,0,2021-2022
1159,Genoa,2021-08-29,P,-1.0,Napoli,-7.0,-5.0,0,0,-22.0,2.0,-1,0,2021-2022
1160,Napoli,2021-09-11,V,1.0,Juventus,17.0,3.0,0,0,34.0,-1.0,1,0,2021-2022
1161,Empoli,2021-09-11,P,-1.0,Venezia,11.0,2.0,1,1,38.0,-12.0,-3,0,2021-2022
1162,Atalanta,2021-09-11,P,-1.0,Fiorentina,7.0,4.0,-1,-1,10.0,-8.0,0,0,2021-2022
1163,Sampdoria,2021-09-12,N,0.0,Inter,6.0,-1.0,0,0,4.0,0.0,0,0,2021-2022
1164,Roma,2021-09-12,V,1.0,Sassuolo,4.0,-1.0,0,0,-2.0,-4.0,1,0,2021-2022
1165,Milan,2021-09-12,V,2.0,Lazio,12.0,-2.0,0,1,-6.0,-7.0,-3,0,2021-2022
1166,Cagliari,2021-09-12,P,-1.0,Genoa,-3.0,-1.0,1,1,6.0,0.0,-1,0,2021-2022
1167,Torino,2021-09-12,V,4.0,Salernitana,7.0,3.0,0,0,20.0,0.0,-2,0,2021-2022
1168,Spezia,2021-09-12,P,-1.0,Udinese,11.0,1.0,0,0,12.0,-5.0,-1,0,2021-2022
1169,Bologna,2021-09-13,V,1.0,Hellas Verona,11.0,4.0,0,0,-14.0,-8.0,-2,0,2021-2022
1170,Sassuolo,2021-09-17,P,-1.0,Torino,-8.0,-1.0,0,0,4.0,-15.0,-4,0,2021-2022
1171,Salernitana,2021-09-18,P,-1.0,Atalanta,1.0,-2.0,0,0,-14.0,7.0,0,0,2021-2022
1172,Inter,2021-09-18,V,5.0,Bologna,11.0,9.0,0,0,-8.0,0.0,-3,0,2021-2022
1173,Genoa,2021-09-18,P,-1.0,Fiorentina,-8.0,-3.0,1,1,-26.0,-3.0,0,0,2021-2022
1174,Hellas Verona,2021-09-19,V,1.0,Roma,-5.0,4.0,0,0,6.0,1.0,2,0,2021-2022
1175,Juventus,2021-09-19,N,0.0,Milan,-4.0,1.0,0,0,-12.0,-1.0,0,0,2021-2022
1176,Venezia,2021-09-19,P,-1.0,Spezia,2.0,0.0,0,0,-10.0,4.0,3,0,2021-2022
1177,Lazio,2021-09-19,N,0.0,Cagliari,18.0,7.0,0,0,44.0,-8.0,-2,-1,2021-2022
1178,Empoli,2021-09-19,P,-3.0,Sampdoria,1.0,-4.0,0,0,6.0,-4.0,0,0,2021-2022
1179,Udinese,2021-09-20,P,-4.0,Napoli,-9.0,-7.0,0,0,-26.0,0.0,1,0,2021-2022
1180,Atalanta,2021-09-21,V,1.0,Sassuolo,6.0,4.0,0,0,-6.0,3.0,0,0,2021-2022
1181,Fiorentina,2021-09-21,P,-2.0,Inter,-3.0,1.0,0,0,6.0,-4.0,-1,1,2021-2022
1182,Bologna,2021-09-21,N,0.0,Genoa,6.0,-1.0,0,0,18.0,-4.0,-1,0,2021-2022
1183,Spezia,2021-09-22,P,-1.0,Juventus,-16.0,-5.0,0,0,-18.0,5.0,1,0,2021-2022
1184,Cagliari,2021-09-22,P,-2.0,Empoli,-3.0,-4.0,0,0,-2.0,1.0,1,0,2021-2022
