,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
128,SPAL,2019-11-25,N,-1.0,Genoa,-1.799999999999999,-1.4000000000000004,0.0,0.2,-179.2,-164.0,1.4000000000000004,-11.0,1.1999999999999993,1.2000000000000002,-0.4,19_20,1.0,5.0
129,Fiorentina,2019-11-30,P,-0.40000000000000013,Lecce,-0.7999999999999989,-1.0,-0.4,-0.6,59.60000000000002,58.799999999999955,0.6000000000000005,7.600000000000001,2.200000000000001,0.20000000000000018,-0.2,19_20,9.0,1.0
130,Brescia,2019-11-30,P,-1.4,Atalanta,-6.0,-1.8000000000000003,-0.4,-0.6,-178.0,-179.60000000000002,-2.8000000000000007,-13.200000000000003,0.5999999999999996,0.3999999999999999,0.0,19_20,0.0,10.0
131,Genoa,2019-11-30,P,0.19999999999999996,Torino,1.4000000000000004,0.8000000000000003,-0.4,-0.4,137.8,120.80000000000001,-2.3999999999999995,7.0,0.1999999999999993,0.19999999999999973,0.2,19_20,1.0,7.0
132,Napoli,2019-12-01,P,-0.6000000000000001,Bologna,3.8000000000000007,1.1999999999999993,-0.2,-0.2,57.80000000000001,49.39999999999998,-2.8,0.0,-2.8000000000000007,-0.3999999999999999,0.0,19_20,7.0,2.0
133,Hellas Verona,2019-12-01,P,-1.2000000000000002,Roma,-5.199999999999999,-2.2,-0.2,-0.39999999999999997,-37.60000000000002,-21.0,-3.200000000000001,-1.3999999999999986,0.8000000000000007,0.20000000000000018,-0.4,19_20,2.0,7.0
134,Juventus,2019-12-01,N,0.0,Sassuolo,6.199999999999999,2.8,0.4,0.4,22.0,26.600000000000023,2.8,5.399999999999999,0.8000000000000007,-0.3999999999999999,0.2,19_20,7.0,1.0
135,Parma,2019-12-01,P,0.5999999999999999,Milan,0.40000000000000036,0.5999999999999996,0.0,0.0,-115.19999999999999,-125.80000000000001,-1.2000000000000002,-11.800000000000004,-0.1999999999999993,-1.7999999999999998,0.0,19_20,0.0,8.0
136,Lazio,2019-12-01,V,1.7999999999999998,Udinese,2.8000000000000007,2.8,0.4,0.6,89.80000000000001,94.19999999999993,3.0000000000000004,6.600000000000001,-3.1999999999999993,0.0,-0.4,19_20,6.0,1.0
137,Inter,2019-12-01,V,1.8000000000000003,SPAL,8.8,3.4000000000000004,0.0,-0.2,134.2,132.60000000000002,1.7999999999999998,11.200000000000003,0.0,-0.3999999999999999,0.0,19_20,9.0,0.0
138,Cagliari,2019-12-02,V,1.6,Sampdoria,-5.199999999999999,-0.40000000000000036,0.0,0.0,26.600000000000023,12.399999999999977,-0.7999999999999998,0.6000000000000014,-0.3999999999999986,-0.19999999999999973,0.4,19_20,4.0,3.0
139,Inter,2019-12-06,N,-0.19999999999999973,Roma,3.8000000000000007,1.5999999999999996,-0.39999999999999997,-0.6000000000000001,46.0,49.400000000000034,-1.7999999999999998,2.3999999999999986,2.400000000000002,0.19999999999999973,-0.4,19_20,4.0,0.0
140,Atalanta,2019-12-07,V,0.0,Hellas Verona,6.800000000000001,2.2,-0.2,0.0,134.59999999999997,127.19999999999999,3.4000000000000004,7.800000000000004,-0.8000000000000007,0.7999999999999998,0.4,19_20,7.0,2.0
141,Lazio,2019-12-07,V,1.2,Juventus,-4.199999999999999,-2.0,0.4,0.4,-0.8000000000000114,4.7999999999999545,-0.39999999999999947,-3.200000000000003,-3.1999999999999993,0.0,-0.2,19_20,2.0,6.0
142,Udinese,2019-12-07,N,-0.19999999999999996,Napoli,-6.199999999999999,-3.6,0.0,0.0,-66.39999999999998,-65.0,-1.0000000000000004,-4.399999999999999,2.6000000000000014,0.6000000000000001,0.2,19_20,0.0,9.0
143,Sampdoria,2019-12-08,P,0.3999999999999999,Parma,4.0,0.7999999999999998,0.4,0.4,29.0,50.39999999999998,1.0,4.600000000000001,-1.4000000000000004,0.0,0.0,19_20,8.0,1.0
144,SPAL,2019-12-08,P,0.0,Brescia,1.200000000000001,-0.7999999999999998,0.2,0.4,41.599999999999966,47.39999999999998,0.7999999999999998,5.600000000000001,2.1999999999999993,0.6000000000000001,-0.4,19_20,4.0,2.0
145,Sassuolo,2019-12-08,N,-1.4000000000000001,Cagliari,-0.7999999999999989,-1.2000000000000002,-0.2,-0.2,72.0,53.799999999999955,0.20000000000000018,3.3999999999999986,-0.1999999999999993,0.5999999999999996,-0.4,19_20,2.0,1.0
146,Bologna,2019-12-08,P,0.8,Milan,-4.4,-0.40000000000000036,0.2,0.2,-19.0,-20.399999999999977,-1.5999999999999996,-2.5999999999999943,1.3999999999999986,-0.3999999999999999,0.0,19_20,0.0,8.0
147,Torino,2019-12-08,V,0.0,Fiorentina,-4.199999999999999,-2.0,0.4,0.4,-92.39999999999998,-84.60000000000002,-0.5999999999999996,-6.600000000000001,1.8000000000000007,0.3999999999999999,0.4,19_20,2.0,5.0
148,Lecce,2019-12-08,N,1.0,Genoa,2.4000000000000004,3.0000000000000004,0.2,0.4,-127.79999999999995,-125.19999999999999,1.0,-12.199999999999996,0.5999999999999996,0.7999999999999998,0.0,19_20,0.0,9.0
149,Genoa,2019-12-14,P,-0.3999999999999999,Sampdoria,-2.0,-1.8000000000000003,-0.2,-0.39999999999999997,141.40000000000003,121.39999999999998,0.39999999999999947,11.399999999999999,2.200000000000001,0.8,0.4,19_20,1.0,5.0
150,Napoli,2019-12-14,P,-0.3999999999999999,Parma,8.6,1.5999999999999996,0.0,0.0,221.8,225.8,3.6,19.4,-0.3999999999999986,0.0,0.2,19_20,8.0,2.0
151,Brescia,2019-12-14,V,-1.4,Lecce,-5.000000000000002,-1.9999999999999996,-0.2,-0.4,-87.60000000000002,-86.0,-3.8,-6.0,0.8000000000000007,-0.20000000000000018,0.2,19_20,1.0,1.0
152,Milan,2019-12-15,N,-0.8,Sassuolo,1.0,1.8000000000000003,0.2,0.0,-68.39999999999998,-51.200000000000045,-0.20000000000000018,-1.0,1.799999999999999,0.40000000000000036,0.0,19_20,6.0,2.0
153,Bologna,2019-12-15,V,0.20000000000000018,Atalanta,-7.0,-1.2000000000000002,0.0,-0.2,-74.19999999999999,-79.79999999999995,-5.2,-9.0,2.200000000000001,0.7999999999999998,-0.4,19_20,1.0,7.0
154,Roma,2019-12-15,V,1.2000000000000002,SPAL,-0.1999999999999993,1.6000000000000005,0.2,0.0,19.400000000000034,13.0,4.4,0.3999999999999986,-0.6000000000000014,-1.0,0.2,19_20,8.0,2.0
155,Hellas Verona,2019-12-15,N,0.0,Torino,-1.3999999999999986,-0.6000000000000001,-0.2,-0.2,16.0,27.400000000000034,-1.5999999999999996,1.8000000000000043,-2.3999999999999986,-0.6000000000000001,0.0,19_20,1.0,4.0
156,Fiorentina,2019-12-15,N,-1.0,Inter,-2.0,-2.0,-0.2,-0.2,30.0,25.399999999999977,0.0,5.399999999999999,-2.6000000000000014,-0.5999999999999996,0.0,19_20,0.0,5.0
157,Juventus,2019-12-15,V,0.6000000000000001,Udinese,6.200000000000001,4.6000000000000005,0.2,0.2,107.19999999999999,103.59999999999997,2.5999999999999996,13.0,-5.800000000000001,-0.3999999999999999,0.0,19_20,8.0,1.0
158,Cagliari,2019-12-16,P,0.20000000000000018,Lazio,-4.199999999999999,-1.0,-0.39999999999999997,-0.6000000000000001,-29.0,-20.0,-1.6000000000000005,-0.20000000000000284,3.5999999999999996,-0.19999999999999973,0.4,19_20,0.0,8.0
159,Sampdoria,2019-12-18,P,-0.8,Juventus,-5.200000000000001,-2.8000000000000003,0.2,0.39999999999999997,-213.0,-185.79999999999995,-2.6,-11.800000000000004,3.8000000000000007,0.20000000000000018,-0.2,19_20,2.0,8.0
160,Brescia,2019-12-18,P,-0.8,Sassuolo,-3.8000000000000007,0.5999999999999996,0.0,-0.2,-181.8,-179.79999999999995,-1.0000000000000004,-12.399999999999999,2.1999999999999993,-0.20000000000000018,0.2,19_20,0.0,10.0
161,Fiorentina,2019-12-20,P,-1.0,Roma,-0.8000000000000007,-0.40000000000000036,-0.4,-0.4,-8.0,0.0,-1.3999999999999995,-1.0,1.8000000000000007,0.7999999999999998,0.0,19_20,2.0,6.0
162,Inter,2019-12-21,V,1.0,Genoa,5.399999999999999,4.0,-0.2,-0.2,-30.600000000000023,-28.19999999999999,2.2,-7.0,-0.6000000000000014,-0.8000000000000003,-0.4,19_20,8.0,1.0
163,Torino,2019-12-21,P,1.4,SPAL,0.1999999999999993,1.6,0.0,-0.4,-24.600000000000023,-16.0,1.6,2.3999999999999986,1.3999999999999986,-0.7999999999999998,0.2,19_20,6.0,1.0
164,Udinese,2019-12-21,V,-2.1999999999999997,Cagliari,-2.0,-2.8,-0.2,-0.2,-24.80000000000001,-32.0,-0.3999999999999999,-5.200000000000003,-0.20000000000000284,-0.5999999999999996,-0.2,19_20,6.0,3.0
165,Lecce,2019-12-22,P,-0.40000000000000013,Bologna,4.4,0.5999999999999996,0.0,0.2,5.400000000000034,-4.199999999999989,1.0,1.8000000000000043,1.1999999999999993,-0.40000000000000036,0.0,19_20,0.0,10.0
166,Sassuolo,2019-12-22,P,0.5999999999999999,Napoli,-9.399999999999999,-2.4,0.0,0.2,-60.599999999999966,-67.80000000000007,-3.0,-5.400000000000006,0.20000000000000107,1.2000000000000002,-0.2,19_20,1.0,5.0
167,Parma,2019-12-22,N,0.5999999999999999,Brescia,-2.8000000000000007,-1.6,0.0,0.0,-9.199999999999989,-6.0,-1.1999999999999997,-1.8000000000000043,-2.0,0.0,0.0,19_20,5.0,0.0
168,Atalanta,2019-12-22,V,0.6000000000000001,Milan,1.4000000000000021,0.20000000000000018,0.0,0.2,33.200000000000045,46.0,3.8,6.799999999999997,-1.5999999999999979,-0.8000000000000003,0.2,19_20,3.0,4.0
169,Genoa,2020-01-05,V,-0.7999999999999999,Sassuolo,-2.0,-1.6,0.2,0.0,-47.400000000000034,-39.40000000000009,-0.7999999999999998,2.1999999999999957,-0.3999999999999986,0.20000000000000018,0.4,19_20,2.0,4.0
170,Brescia,2020-01-05,P,-1.7999999999999998,Lazio,-4.199999999999999,-0.1999999999999993,-0.6,-0.8,-181.39999999999998,-175.2,-3.2,-12.800000000000004,3.400000000000002,0.0,0.0,19_20,0.0,10.0
171,SPAL,2020-01-05,P,-0.6000000000000001,Hellas Verona,2.200000000000001,-0.6000000000000001,0.0,0.19999999999999996,43.60000000000002,21.80000000000001,-2.6000000000000005,-1.0,0.7999999999999972,0.20000000000000018,-0.2,19_20,3.0,6.0
172,Roma,2020-01-05,P,1.2000000000000002,Torino,3.0,0.7999999999999998,0.4,0.4,134.40000000000003,119.19999999999993,1.0,8.399999999999999,-4.000000000000002,-0.9999999999999998,-0.4,19_20,8.0,2.0
173,Bologna,2020-01-06,N,1.6,Fiorentina,0.0,2.5999999999999996,0.2,0.2,-31.19999999999999,-31.600000000000023,-1.7999999999999998,-4.399999999999999,1.3999999999999986,1.0,0.2,19_20,0.0,5.0
174,Juventus,2020-01-06,V,0.20000000000000018,Cagliari,6.0,2.8,0.0,0.0,175.0,162.40000000000003,3.2,11.0,-3.5999999999999996,-1.1999999999999997,-0.39999999999999997,19_20,9.0,1.0
175,Atalanta,2020-01-06,V,1.4000000000000001,Parma,10.600000000000001,5.4,0.2,0.4,166.39999999999998,175.59999999999997,5.199999999999999,20.0,-0.7999999999999989,0.19999999999999973,0.0,19_20,10.0,0.0
176,Milan,2020-01-06,N,-0.3999999999999999,Sampdoria,2.799999999999999,1.2000000000000002,-0.2,-0.39999999999999997,93.0,77.80000000000001,-0.20000000000000018,7.200000000000003,4.0,0.6000000000000001,-0.2,19_20,6.0,2.0
177,Napoli,2020-01-06,P,-0.8,Inter,9.4,0.40000000000000036,-0.2,-0.2,129.39999999999998,131.60000000000002,3.1999999999999993,11.199999999999996,-1.6000000000000014,-0.19999999999999973,0.2,19_20,1.0,5.0
178,Lecce,2020-01-06,P,0.3999999999999999,Udinese,6.0,2.4000000000000004,0.2,0.2,29.400000000000034,39.0,4.0,11.399999999999999,3.599999999999998,1.5999999999999996,0.0,19_20,1.0,9.0
179,Inter,2020-01-11,N,-1.4,Atalanta,-8.2,-2.3999999999999995,0.0,0.0,-39.19999999999999,-42.40000000000009,-1.5999999999999996,-11.600000000000001,3.0,0.9999999999999998,0.0,19_20,3.0,1.0
180,Cagliari,2020-01-11,P,0.8,Milan,-5.000000000000002,-2.5999999999999996,-0.2,-0.2,-12.400000000000034,-20.40000000000009,-2.0,-6.600000000000001,0.1999999999999993,0.20000000000000018,0.2,19_20,0.0,8.0
181,Lazio,2020-01-11,V,1.2,Napoli,-6.199999999999999,-1.0,0.6,0.8,-101.60000000000002,-113.0,-2.8000000000000007,-8.399999999999999,3.0,0.9999999999999998,-0.2,19_20,2.0,8.0
182,Hellas Verona,2020-01-12,V,1.0,Genoa,1.6000000000000014,2.4,-0.2,-0.2,-78.19999999999999,-59.80000000000001,2.1999999999999997,-2.6000000000000014,0.6000000000000014,-1.2000000000000002,-0.2,19_20,2.0,5.0
183,Torino,2020-01-12,V,-0.19999999999999996,Bologna,-1.5999999999999996,-1.5999999999999996,0.0,0.0,-92.0,-92.80000000000001,-0.40000000000000036,-6.799999999999997,4.800000000000001,-1.0,0.2,19_20,3.0,1.0
184,Udinese,2020-01-12,V,-0.19999999999999996,Sassuolo,-3.6000000000000014,-1.4,0.0,-0.2,-127.0,-125.19999999999999,-1.1999999999999993,-15.799999999999997,-0.7999999999999989,-1.5999999999999999,-0.2,19_20,5.0,1.0
185,Roma,2020-01-12,P,-0.3999999999999999,Juventus,-1.6000000000000014,-1.0,0.0,0.0,-222.39999999999998,-213.20000000000005,0.5999999999999996,-8.400000000000006,0.5999999999999996,0.8,-0.2,19_20,2.0,6.0
186,Fiorentina,2020-01-12,V,0.0,SPAL,0.40000000000000036,2.4,-0.2,-0.4,-25.400000000000034,-19.200000000000045,3.8000000000000003,-0.8000000000000043,2.6000000000000014,0.0,-0.2,19_20,8.0,0.0
187,Sampdoria,2020-01-12,V,-0.19999999999999996,Brescia,-1.8000000000000007,-2.4000000000000004,0.2,0.4,-6.0,10.399999999999977,0.5999999999999996,0.4000000000000057,1.6000000000000014,0.19999999999999973,0.0,19_20,9.0,0.0
188,Parma,2020-01-13,V,-0.19999999999999996,Lecce,-4.6,-2.4000000000000004,0.0,0.0,-83.59999999999997,-84.19999999999999,-3.4000000000000004,-10.400000000000006,-5.4,-1.2000000000000002,0.0,19_20,6.0,0.0
189,Sassuolo,2020-01-18,V,-1.0,Torino,2.3999999999999986,-0.5999999999999996,-0.2,-0.2,263.19999999999993,247.8,1.7999999999999998,16.0,-5.200000000000003,-0.40000000000000036,0.0,19_20,1.0,6.0
190,Lazio,2020-01-18,V,0.8000000000000003,Sampdoria,3.0,1.4000000000000004,0.39999999999999997,0.4,157.2,132.39999999999998,1.4000000000000004,7.799999999999997,-2.4000000000000004,-1.0,-0.2,19_20,9.0,1.0
191,Napoli,2020-01-18,P,0.0,Fiorentina,6.200000000000001,1.5999999999999996,0.0,0.0,276.2,271.40000000000003,3.3999999999999995,15.800000000000004,-8.8,-1.0,0.2,19_20,6.0,3.0
192,Lecce,2020-01-19,N,-1.0,Inter,4.4,-1.2000000000000002,-0.2,-0.2,-4.7999999999999545,0.6000000000000227,3.2,6.799999999999997,0.8000000000000007,0.20000000000000018,0.0,19_20,0.0,10.0
193,Brescia,2020-01-19,N,0.3999999999999999,Cagliari,1.1999999999999993,3.0,0.0,0.0,-117.0,-115.40000000000003,1.0,-6.399999999999999,-4.0,0.0,0.0,19_20,2.0,8.0
194,Genoa,2020-01-19,P,-0.6000000000000001,Roma,-9.4,-2.5999999999999996,0.0,0.0,-121.60000000000002,-110.79999999999995,-5.800000000000001,-10.399999999999999,6.4,1.7999999999999998,0.4,19_20,0.0,6.0
195,Bologna,2020-01-19,N,-0.3999999999999999,Hellas Verona,4.6,1.4000000000000004,-0.2,-0.2,15.600000000000023,3.0,2.0,1.6000000000000014,1.0,0.3999999999999999,0.0,19_20,6.0,1.0
196,Juventus,2020-01-19,V,1.2,Parma,4.4,2.5999999999999996,0.4,0.4,309.2,290.6,0.7999999999999998,19.6,-2.6000000000000014,-0.7999999999999998,0.2,19_20,10.0,0.0
197,Milan,2020-01-19,V,-0.6000000000000001,Udinese,4.0,1.2000000000000002,0.2,0.2,55.0,64.60000000000002,-0.40000000000000036,10.399999999999999,1.4000000000000004,1.0,0.0,19_20,4.0,2.0
198,Atalanta,2020-01-20,P,2.4,SPAL,6.399999999999999,5.6,0.0,0.0,91.80000000000001,91.20000000000005,2.3999999999999995,6.200000000000003,-2.0,-0.3999999999999999,-0.2,19_20,7.0,2.0
199,Brescia,2020-01-24,P,0.0,Milan,-5.600000000000001,-1.2000000000000002,0.0,0.0,-86.40000000000003,-83.0,-3.4000000000000004,-8.199999999999996,-4.0,0.20000000000000018,0.4,19_20,0.0,11.0
200,SPAL,2020-01-25,P,-0.3999999999999999,Bologna,-2.5999999999999996,-3.2,0.2,0.2,9.0,-7.599999999999966,-3.0000000000000004,-4.200000000000003,-2.0,-1.4,-0.2,19_20,2.0,8.0
201,Torino,2020-01-25,P,-1.0,Atalanta,-7.600000000000001,-2.1999999999999993,0.2,0.0,-236.8,-223.79999999999995,0.40000000000000036,-14.799999999999997,7.199999999999999,1.0,0.2,19_20,3.0,4.0
202,Fiorentina,2020-01-25,N,0.3999999999999999,Genoa,3.799999999999999,1.3999999999999995,-0.2,-0.2,-56.39999999999998,-68.0,0.7999999999999998,-6.600000000000001,0.1999999999999993,-1.6,0.0,19_20,3.0,2.0
203,Parma,2020-01-26,V,-0.6000000000000001,Udinese,-3.1999999999999993,-1.0,0.0,0.0,-26.80000000000001,-22.0,-0.40000000000000036,-2.0,4.800000000000001,1.5999999999999999,0.0,19_20,4.0,5.0
204,Sampdoria,2020-01-26,N,0.40000000000000013,Sassuolo,-0.7999999999999989,0.20000000000000018,0.2,0.2,-253.0,-245.39999999999998,-4.199999999999999,-22.6,1.3999999999999986,1.0,0.2,19_20,2.0,6.0
205,Hellas Verona,2020-01-26,V,1.4,Lecce,-0.8000000000000007,1.9999999999999996,0.4,0.4,-37.400000000000034,-6.0,-0.20000000000000018,4.200000000000003,0.40000000000000213,0.19999999999999973,0.2,19_20,9.0,0.0
206,Roma,2020-01-26,N,-0.3999999999999999,Lazio,5.0,0.8000000000000007,-0.19999999999999996,-0.4,10.0,17.799999999999955,2.4000000000000004,5.600000000000001,-2.0,0.8000000000000003,0.0,19_20,4.0,3.0
207,Inter,2020-01-26,N,1.2,Cagliari,0.1999999999999993,3.5999999999999996,0.0,0.0,14.199999999999989,14.399999999999977,2.0,-1.0,0.8000000000000007,-0.40000000000000036,-0.2,19_20,9.0,1.0
208,Napoli,2020-01-26,V,-1.8,Juventus,3.6000000000000014,0.0,-0.4,-0.4,-51.200000000000045,-44.0,1.2000000000000002,-1.7999999999999972,-4.0,0.0,0.0,19_20,4.0,6.0
209,Cagliari,2020-02-01,N,-0.3999999999999999,Parma,4.199999999999999,-1.0,0.2,0.2,111.19999999999999,111.59999999999997,-1.7999999999999998,7.600000000000001,-0.5999999999999996,-0.3999999999999999,0.2,19_20,8.0,1.0
210,Sassuolo,2020-02-01,V,-1.0,Roma,-8.599999999999998,-2.4000000000000004,-0.2,-0.2,30.19999999999999,33.39999999999998,-0.1999999999999993,0.0,1.0,-1.7999999999999998,0.4,19_20,1.0,5.0
211,Bologna,2020-02-01,V,0.6000000000000001,Brescia,4.0,1.6000000000000005,0.0,0.0,22.80000000000001,31.599999999999966,3.8000000000000003,8.199999999999996,7.599999999999998,0.19999999999999973,-0.2,19_20,11.0,0.0
212,Milan,2020-02-02,N,-1.0000000000000002,Hellas Verona,2.599999999999998,-1.4000000000000004,-0.6,-0.6,0.0,-29.799999999999955,0.0,-6.0,-1.8000000000000007,0.5999999999999996,0.0,19_20,8.0,1.0
213,Atalanta,2020-02-02,N,3.0,Genoa,11.399999999999999,4.199999999999999,0.2,0.19999999999999996,166.0,155.0,2.6,14.399999999999999,-6.600000000000001,-1.4,0.0,19_20,6.0,1.0
214,Lazio,2020-02-02,V,1.2000000000000002,SPAL,-1.1999999999999993,1.5999999999999996,0.39999999999999997,0.39999999999999997,52.60000000000002,40.19999999999999,1.6000000000000005,-2.0,-1.5999999999999979,0.19999999999999973,-0.2,19_20,7.0,3.0
215,Udinese,2020-02-02,P,-0.3999999999999999,Inter,-3.0,-1.7999999999999998,-0.2,-0.2,-76.39999999999998,-68.0,0.20000000000000018,0.0,-3.6000000000000014,-1.1999999999999997,-0.2,19_20,1.0,8.0
216,Lecce,2020-02-02,V,-0.4,Torino,1.4000000000000004,-0.8000000000000003,-0.2,-0.2,85.0,76.40000000000003,-1.0,0.6000000000000014,-5.200000000000001,-1.6,-0.39999999999999997,19_20,3.0,8.0
217,Juventus,2020-02-02,V,1.2000000000000002,Fiorentina,-2.1999999999999993,0.7999999999999998,0.4,0.4,328.40000000000003,317.4,0.0,20.0,-3.6000000000000014,-0.5999999999999996,0.0,19_20,6.0,2.0
218,Sampdoria,2020-02-03,P,0.3999999999999999,Napoli,1.0,-0.39999999999999947,0.2,0.2,-243.0,-228.99999999999994,-0.6000000000000005,-15.799999999999997,3.4000000000000004,2.0,0.4,19_20,1.0,10.0
219,Lazio,2020-02-05,N,0.9999999999999998,Hellas Verona,0.5999999999999996,-0.20000000000000018,0.19999999999999996,0.19999999999999996,49.0,12.399999999999977,-0.20000000000000018,-3.3999999999999986,-0.8000000000000007,0.0,-0.2,19_20,6.0,2.0
220,Roma,2020-02-07,P,0.0,Bologna,6.6,0.7999999999999998,0.4,0.4,100.40000000000003,80.20000000000005,1.4000000000000004,1.5999999999999943,-3.8000000000000007,1.1999999999999997,0.0,19_20,6.0,3.0
221,Torino,2020-02-08,P,-0.8,Sampdoria,-5.200000000000001,-1.6000000000000005,-0.2,-0.2,-19.799999999999955,-23.80000000000001,-0.7999999999999998,2.0,1.3999999999999986,0.0,0.2,19_20,4.0,4.0
222,Hellas Verona,2020-02-08,V,-1.0,Juventus,-0.40000000000000036,-0.7999999999999998,-0.4,-0.4,-178.00000000000006,-142.79999999999995,0.0,-5.400000000000006,0.40000000000000036,0.6000000000000001,0.2,19_20,2.0,7.0
223,Fiorentina,2020-02-08,P,-2.4000000000000004,Atalanta,-8.000000000000002,-4.4,-0.4,-0.6,-244.60000000000002,-248.59999999999997,-2.1999999999999993,-23.799999999999997,3.0000000000000018,0.3999999999999999,0.0,19_20,3.0,4.0
224,Napoli,2020-02-09,P,0.3999999999999999,Lecce,1.4000000000000004,0.7999999999999998,-0.2,-0.2,231.59999999999997,227.20000000000005,0.40000000000000036,16.4,-3.1999999999999993,-0.19999999999999996,-0.2,19_20,10.0,1.0
225,SPAL,2020-02-09,P,-0.5999999999999999,Sassuolo,2.5999999999999996,-1.2000000000000002,0.2,0.2,-34.19999999999999,-36.00000000000006,-3.9999999999999996,-2.6000000000000014,2.6000000000000014,0.40000000000000013,-0.2,19_20,0.0,9.0
226,Genoa,2020-02-09,V,0.19999999999999996,Cagliari,-5.800000000000001,0.0,0.2,0.19999999999999996,-138.0,-126.60000000000002,-2.0,-10.200000000000003,5.399999999999999,2.0,0.2,19_20,7.0,3.0
227,Inter,2020-02-09,V,0.20000000000000018,Milan,-3.3999999999999986,1.0,0.2,0.2,36.80000000000001,24.200000000000045,-2.0,-5.800000000000004,1.8000000000000007,0.7999999999999998,0.2,19_20,7.0,2.0
228,Parma,2020-02-09,P,-1.0,Lazio,-3.799999999999999,-1.0,-0.4,-0.4,-81.60000000000002,-74.79999999999995,0.40000000000000036,-3.3999999999999986,3.1999999999999993,0.3999999999999999,0.0,19_20,0.0,11.0
229,Brescia,2020-02-09,N,-0.19999999999999996,Udinese,-4.399999999999999,-0.7999999999999998,0.2,0.2,-57.39999999999998,-51.799999999999955,-2.8,-3.6000000000000014,-0.3999999999999986,1.8000000000000003,0.4,19_20,2.0,8.0
230,Bologna,2020-02-15,P,0.8,Genoa,5.600000000000001,0.20000000000000018,-0.2,-0.4,37.80000000000001,35.80000000000001,2.5999999999999996,6.600000000000001,-0.3999999999999986,-0.20000000000000018,0.0,19_20,3.0,4.0
231,Lecce,2020-02-15,V,0.6000000000000001,SPAL,-0.5999999999999996,1.6,0.0,0.0,-31.399999999999977,-25.80000000000001,0.19999999999999973,-5.600000000000001,-2.8000000000000007,0.0,0.2,19_20,3.0,4.0
232,Atalanta,2020-02-15,V,0.8,Roma,1.1999999999999993,1.4000000000000004,0.0,0.19999999999999996,5.400000000000034,14.600000000000023,-1.2000000000000002,2.3999999999999986,1.5999999999999996,-1.6,-0.4,19_20,5.0,3.0
233,Lazio,2020-02-16,V,0.5999999999999999,Inter,-1.5999999999999996,-1.2000000000000002,0.2,0.2,-12.800000000000011,-13.0,-0.6000000000000005,2.8000000000000043,-2.0,-0.5999999999999996,-0.2,19_20,3.0,6.0
234,Cagliari,2020-02-16,P,-0.6000000000000001,Napoli,-0.40000000000000036,0.0,0.2,0.4,-155.0,-146.0,-0.39999999999999947,-5.800000000000004,3.8000000000000007,0.40000000000000036,0.0,19_20,2.0,7.0
235,Sassuolo,2020-02-16,P,0.20000000000000018,Parma,2.0,0.8000000000000007,0.2,0.2,91.19999999999999,93.20000000000005,1.3999999999999995,8.399999999999999,-2.0,-0.7999999999999998,0.2,19_20,5.0,4.0
236,Udinese,2020-02-16,N,-0.19999999999999996,Hellas Verona,4.199999999999999,1.2000000000000002,-0.4,-0.4,2.0,-9.799999999999955,1.0,-1.3999999999999986,-3.200000000000001,-0.5999999999999999,-0.2,19_20,5.0,2.0
237,Sampdoria,2020-02-16,P,1.4000000000000001,Fiorentina,3.9999999999999982,1.1999999999999997,0.6,0.6,95.4,101.0,-0.5999999999999996,8.800000000000004,0.6000000000000014,1.0,0.2,19_20,5.0,4.0
238,Juventus,2020-02-16,V,0.8,Brescia,1.6000000000000014,-0.20000000000000018,0.39999999999999997,0.39999999999999997,212.40000000000003,190.0,1.9999999999999996,13.0,4.199999999999999,0.19999999999999973,-0.2,19_20,11.0,0.0
239,Milan,2020-02-17,V,1.2000000000000002,Torino,10.000000000000002,2.2,0.0,0.0,73.39999999999998,69.60000000000002,2.9999999999999996,5.399999999999999,-3.1999999999999993,-1.2000000000000002,-0.6,19_20,4.0,3.0
240,Brescia,2020-02-21,P,-1.0,Napoli,-7.0,-1.2000000000000002,0.2,0.2,-267.2,-249.8,-1.6,-18.4,-1.0,-0.6000000000000001,0.4,19_20,0.0,11.0
241,SPAL,2020-02-22,P,-0.6000000000000001,Juventus,-0.1999999999999993,-0.7999999999999998,-0.2,-0.2,-212.0,-213.40000000000003,-4.4,-14.0,4.199999999999999,0.3999999999999999,0.0,19_20,1.0,9.0
242,Bologna,2020-02-22,N,1.2000000000000002,Udinese,-3.5999999999999996,-0.1999999999999993,0.0,0.0,-28.399999999999977,-27.19999999999999,-1.2000000000000002,-1.0,6.399999999999999,1.7999999999999998,0.6,19_20,1.0,5.0
243,Fiorentina,2020-02-22,N,0.0,Milan,-8.399999999999999,-0.3999999999999999,0.4,0.4,-136.8,-141.60000000000002,-2.6000000000000005,-14.800000000000004,0.8000000000000007,0.3999999999999999,0.2,19_20,4.0,5.0
